ExpenseID,ExpenseDate,FiscalYear,FiscalMonth,CostCenterCode,Department_ID,Branch_ID,Category_ID,Vendor,Invoice_Number,Description,Amount,Approval_Status,Requester_Employee_ID,Approver_Employee_ID,Payment_Status,Approved_Date,Payment_Date,Delay_Reason
EX0003782,4/21/2025,2025,2025-04,CC-B023,D010,B023,C012,Office Depot,INV-LWYOVSCB,Office Supplies & Admin - Office Depot,750.00,Approved,6881,6881,Paid,4/28/2025,5/17/2025,
EX0001336,6/12/2024,2024,2024-06,CC-B024,D010,B024,C001,ADP,INV-JRZV3A5U,Salaries & Payroll - ADP,750.00,Approved,6635,6635,Paid,6/12/2024,6/21/2024,
EX0001613,7/5/2024,2024,2024-07,CC-B024,D010,B024,C007,CDW,INV-3NA7J82C,Hardware & Equipment - CDW,750.00,Approved,6635,6635,Paid,7/6/2024,7/21/2024,
EX0004249,6/27/2025,2025,2025-06,CC-B024,D010,B024,C010,Community Sponsorship Org,INV-BKWYR1CD,Marketing & Community Outreach - Community Sponsorship Org,750.00,Approved,6635,6635,Paid,7/2/2025,7/14/2025,
EX0004501,7/24/2025,2025,2025-07,CC-B025,D010,B025,C010,Google Ads,INV-VQ43KV61,Marketing & Community Outreach - Google Ads,750.00,Approved,5333,5333,Paid,7/26/2025,7/30/2025,
EX0005493,11/28/2025,2025,2025-11,CC-B025,D010,B025,C012,Staples,INV-FKDXO11I,Office Supplies & Admin - Staples,750.00,Approved,5333,5333,Paid,12/2/2025,12/21/2025,
EX0001621,7/5/2024,2024,2024-07,CC-B026,D010,B026,C009,FINRA,INV-BGMVBCO4,Regulatory & Compliance Fees - FINRA,750.00,Approved,1711,1711,Paid,7/7/2024,7/26/2024,
EX0004992,9/13/2025,2025,2025-09,CC-B026,D010,B026,C004,ComEd,INV-BKL1CFAE,Utilities - ComEd,750.00,Approved,1711,1711,Paid,9/19/2025,9/24/2025,
EX0000130,1/7/2024,2024,2024-01,CC-B027,D010,B027,C008,Deloitte,INV-HXYDT6SK,Professional Services (Legal/Consulting) - Deloitte,750.00,Approved,8527,8527,Paid,1/8/2024,1/20/2024,
EX0003341,2/4/2025,2025,2025-02,CC-B028,D010,B028,C008,EY,INV-ROP5X9YZ,Professional Services (Legal/Consulting) - EY,750.00,Approved,9785,9785,Paid,2/10/2025,3/2/2025,
EX0005979,1/16/2026,2026,2026-01,CC-B029,D010,B029,C010,Local Media Group,INV-BQYP8UOL,Marketing & Community Outreach - Local Media Group,750.00,Approved,3045,3045,Paid,1/20/2026,1/29/2026,
EX0005264,10/16/2025,2025,2025-10,CC-B030,D010,B030,C001,Paychex,INV-VBE5NNFZ,Salaries & Payroll - Paychex,750.00,Approved,7201,7201,Paid,10/17/2025,10/25/2025,
EX0000396,2/8/2024,2024,2024-02,CC-B031,D010,B031,C004,Xcel Energy,INV-MIR35IYQ,Utilities - Xcel Energy,750.00,Approved,6501,6501,Paid,2/13/2024,2/14/2024,
EX0001896,8/2/2024,2024,2024-08,CC-B033,D010,B033,C009,State Banking Regulator,INV-KQNPEWU0,Regulatory & Compliance Fees - State Banking Regulator,750.00,Approved,4015,4015,Paid,8/6/2024,8/15/2024,
EX0004872,9/21/2025,2025,2025-09,CC-B001,D010,B001,C007,Apple Business,INV-IUZZRD37,Hardware & Equipment - Apple Business,740.00,Approved,5012,8359,Paid,9/21/2025,9/28/2025,
EX0003914,5/10/2025,2025,2025-05,CC-B002,D010,B002,C008,KPMG,INV-A6VGMVTU,Professional Services (Legal/Consulting) - KPMG,740.00,Approved,1106,1106,Paid,5/17/2025,6/5/2025,
EX0003449,3/11/2025,2025,2025-03,CC-B003,D010,B003,C002,Paychex,INV-TYYA75L1,Benefits & Payroll Taxes - Paychex,740.00,Approved,7924,7924,Paid,3/16/2025,4/3/2025,
EX0003681,4/1/2025,2025,2025-04,CC-B003,D010,B003,C011,Conference Organizer,INV-P7HG2C6D,"Training, Travel & Conferences - Conference Organizer",740.00,Approved,7924,7924,Paid,4/3/2025,4/4/2025,
EX0001497,7/28/2024,2024,2024-07,CC-B004,D010,B004,C005,Securitas,INV-V7OEVUFS,Security Services & Monitoring - Securitas,740.00,Approved,5557,5557,Paid,7/28/2024,8/6/2024,
EX0001988,9/14/2024,2024,2024-09,CC-B004,D010,B004,C005,Securitas,INV-4PAD9OEC,Security Services & Monitoring - Securitas,740.00,Approved,5557,5557,Paid,9/19/2024,9/23/2024,
EX0004147,6/19/2025,2025,2025-06,CC-B004,D010,B004,C009,External Audit Firm,INV-8TPFP6QR,Regulatory & Compliance Fees - External Audit Firm,740.00,Approved,5557,5557,Paid,6/23/2025,7/1/2025,
EX0000024,1/26/2024,2024,2024-01,CC-B005,D010,B005,C004,ComEd,INV-SYNK7OZA,Utilities - ComEd,740.00,Approved,4527,4527,Paid,2/2/2024,2/3/2024,
EX0002726,12/14/2024,2024,2024-12,CC-B005,D010,B005,C001,Paychex,INV-YPCS4RUA,Salaries & Payroll - Paychex,740.00,Approved,4527,4527,Paid,12/17/2024,1/1/2025,
EX0003471,3/30/2025,2025,2025-03,CC-B008,D010,B008,C008,PwC,INV-L24IKR4B,Professional Services (Legal/Consulting) - PwC,740.00,Approved,5552,5552,Delayed,4/5/2025,5/3/2025,Threshold Review Hold
EX0005635,12/3/2025,2025,2025-12,CC-B009,D010,B009,C012,Staples,INV-EYJDK09E,Office Supplies & Admin - Staples,740.00,Approved,7873,7873,Paid,12/3/2025,12/9/2025,
EX0001262,6/12/2024,2024,2024-06,CC-B010,D010,B010,C010,Google Ads,INV-SRQCNHHY,Marketing & Community Outreach - Google Ads,740.00,Approved,6574,6574,Paid,6/16/2024,6/25/2024,
EX0002019,9/27/2024,2024,2024-09,CC-B010,D010,B010,C009,External Audit Firm,INV-9XOEJK64,Regulatory & Compliance Fees - External Audit Firm,740.00,Approved,6574,6574,Paid,10/2/2024,10/17/2024,
EX0003480,3/24/2025,2025,2025-03,CC-B010,D010,B010,C004,Duke Energy,INV-SSJEO47R,Utilities - Duke Energy,740.00,Approved,6574,6574,Paid,3/26/2025,4/6/2025,
EX0005419,11/20/2025,2025,2025-11,CC-B010,D010,B010,C004,Dominion Energy,INV-IK2ZKBFK,Utilities - Dominion Energy,740.00,Approved,6574,6574,Paid,11/23/2025,12/11/2025,
EX0001561,7/22/2024,2024,2024-07,CC-B014,D010,B014,C011,United,INV-XHCPE4OV,"Training, Travel & Conferences - United",740.00,Approved,9279,9279,Paid,7/27/2024,8/3/2024,
EX0003496,3/17/2025,2025,2025-03,CC-B014,D010,B014,C002,Paychex,INV-ZCC0U0EE,Benefits & Payroll Taxes - Paychex,740.00,Approved,9279,9279,Paid,3/17/2025,4/6/2025,
EX0000557,3/2/2024,2024,2024-03,CC-B015,D010,B015,C008,Deloitte,INV-D2G52FVC,Professional Services (Legal/Consulting) - Deloitte,740.00,Approved,1434,1434,Delayed,3/2/2024,4/25/2024,Compliance Review
EX0001050,5/31/2024,2024,2024-05,CC-B015,D010,B015,C003,JLL,INV-X3F06FHF,Branch Rent & Leases - JLL,740.00,Approved,1434,1434,Paid,6/4/2024,6/16/2024,
EX0000347,2/6/2024,2024,2024-02,CC-B021,D010,B021,C003,CBRE,INV-ZOJ9DT34,Branch Rent & Leases - CBRE,740.00,Approved,7224,7224,Paid,2/11/2024,2/22/2024,
EX0001600,7/3/2024,2024,2024-07,CC-B021,D010,B021,C003,CBRE,INV-CUSAGQF1,Branch Rent & Leases - CBRE,740.00,Approved,7224,7224,Paid,7/7/2024,7/18/2024,
EX0003307,2/26/2025,2025,2025-02,CC-B022,D010,B022,C012,Staples,INV-P47IX24E,Office Supplies & Admin - Staples,740.00,Approved,2584,2584,Paid,3/4/2025,3/20/2025,
EX0000356,2/7/2024,2024,2024-02,CC-B023,D010,B023,C007,Lenovo,INV-026TRRU6,Hardware & Equipment - Lenovo,740.00,Approved,6881,6881,Delayed,2/11/2024,4/6/2024,Vendor Documentation Missing
EX0001081,5/21/2024,2024,2024-05,CC-B023,D010,B023,C007,HP,INV-IX6CC5VR,Hardware & Equipment - HP,740.00,Approved,6881,6881,Paid,5/26/2024,6/8/2024,
EX0001607,7/5/2024,2024,2024-07,CC-B023,D010,B023,C012,Office Depot,INV-G0HAK70F,Office Supplies & Admin - Office Depot,740.00,Approved,6881,6881,Delayed,7/10/2024,9/1/2024,Vendor Documentation Missing
EX0002093,9/8/2024,2024,2024-09,CC-B024,D010,B024,C001,Paychex,INV-XFW65E0L,Salaries & Payroll - Paychex,740.00,Approved,6635,6635,Delayed,9/11/2024,10/29/2024,Compliance Review
EX0003544,3/4/2025,2025,2025-03,CC-B025,D010,B025,C009,Compliance Services Inc,INV-CBD7G11J,Regulatory & Compliance Fees - Compliance Services Inc,740.00,Approved,5333,5333,Paid,3/11/2025,3/31/2025,
EX0003332,2/7/2025,2025,2025-02,CC-B026,D010,B026,C001,Paychex,INV-SLJT7L9E,Salaries & Payroll - Paychex,740.00,Approved,1711,1711,Paid,2/13/2025,3/2/2025,
EX0005246,10/27/2025,2025,2025-10,CC-B026,D010,B026,C001,Paychex,INV-GRX2EBW4,Salaries & Payroll - Paychex,740.00,Approved,1711,1711,Paid,10/30/2025,11/1/2025,
EX0005970,1/19/2026,2026,2026-01,CC-B027,D010,B027,C011,Delta,INV-98AYESIL,"Training, Travel & Conferences - Delta",740.00,Approved,8527,8527,Paid,1/20/2026,2/13/2026,
EX0004037,5/23/2025,2025,2025-05,CC-B028,D010,B028,C005,Local Security Co,INV-16FOEGFA,Security Services & Monitoring - Local Security Co,740.00,Approved,9785,9785,Delayed,5/28/2025,7/10/2025,Vendor Documentation Missing
EX0003093,1/7/2025,2025,2025-01,CC-B030,D010,B030,C003,Cushman & Wakefield,INV-TZWGV2OC,Branch Rent & Leases - Cushman & Wakefield,740.00,Approved,7201,7201,Paid,1/10/2025,1/23/2025,
EX0001116,5/13/2024,2024,2024-05,CC-B031,D010,B031,C004,Xcel Energy,INV-OSI4EC9X,Utilities - Xcel Energy,740.00,Approved,6501,6501,Delayed,5/15/2024,6/14/2024,Threshold Review Hold
EX0005019,9/21/2025,2025,2025-09,CC-B031,D010,B031,C004,Ameren,INV-ZR6RBHKU,Utilities - Ameren,740.00,Approved,6501,6501,Paid,9/23/2025,10/7/2025,
EX0001391,6/30/2024,2024,2024-06,CC-B033,D010,B033,C008,EY,INV-M5274NWQ,Professional Services (Legal/Consulting) - EY,740.00,Approved,4015,4015,Paid,7/4/2024,7/24/2024,
EX0005027,9/12/2025,2025,2025-09,CC-B033,D010,B033,C011,Marriott,INV-PO84DI7Q,"Training, Travel & Conferences - Marriott",740.00,Approved,4015,4015,Paid,9/12/2025,9/25/2025,
EX0004788,8/31/2025,2025,2025-08,CC-B034,D010,B034,C006,Okta,INV-IB753RJK,Software Licenses & Subscriptions - Okta,740.00,Approved,1056,1056,Delayed,9/1/2025,10/24/2025,Threshold Review Hold
EX0001732,8/14/2024,2024,2024-08,CC-B001,D010,B001,C012,Office Depot,INV-FRFRP2K5,Office Supplies & Admin - Office Depot,730.00,Approved,2824,8359,Paid,8/19/2024,8/23/2024,
EX0000008,1/5/2024,2024,2024-01,CC-B002,D010,B002,C003,JLL,INV-TE3I7XTE,Branch Rent & Leases - JLL,730.00,Approved,3615,1106,Delayed,1/12/2024,2/26/2024,Threshold Review Hold
EX0003193,2/18/2025,2025,2025-02,CC-B002,D010,B002,C008,Local Counsel LLP,INV-QGBBFDTH,Professional Services (Legal/Consulting) - Local Counsel LLP,730.00,Approved,1106,1106,Paid,2/18/2025,3/1/2025,
EX0004151,6/2/2025,2025,2025-06,CC-B005,D010,B005,C010,Local Media Group,INV-69Y790XQ,Marketing & Community Outreach - Local Media Group,730.00,Approved,4527,4527,Paid,6/3/2025,6/5/2025,
EX0004401,7/16/2025,2025,2025-07,CC-B005,D010,B005,C003,Local Property Mgmt LLC,INV-JZIYM8CN,Branch Rent & Leases - Local Property Mgmt LLC,730.00,Approved,4527,4527,Paid,7/21/2025,7/26/2025,
EX0003935,5/10/2025,2025,2025-05,CC-B006,D010,B006,C001,ADP,INV-FK0J9Z8W,Salaries & Payroll - ADP,730.00,Approved,4611,4611,Paid,5/16/2025,5/21/2025,
EX0004407,7/6/2025,2025,2025-07,CC-B006,D010,B006,C009,FINRA,INV-ISLF7BMA,Regulatory & Compliance Fees - FINRA,730.00,Approved,4611,4611,Paid,7/7/2025,7/17/2025,
EX0005405,11/20/2025,2025,2025-11,CC-B007,D010,B007,C010,Local Media Group,INV-YJIUN5MZ,Marketing & Community Outreach - Local Media Group,730.00,Approved,3547,3547,Paid,11/27/2025,12/11/2025,
EX0001769,8/9/2024,2024,2024-08,CC-B008,D010,B008,C010,Google Ads,INV-X4AANTLU,Marketing & Community Outreach - Google Ads,730.00,Approved,5552,5552,Paid,8/16/2024,8/19/2024,
EX0001531,7/30/2024,2024,2024-07,CC-B009,D010,B009,C001,ADP,INV-QASTYUYK,Salaries & Payroll - ADP,730.00,Approved,7873,7873,Paid,8/5/2024,8/23/2024,
EX0003237,2/12/2025,2025,2025-02,CC-B010,D010,B010,C011,United,INV-2M7BZS3W,"Training, Travel & Conferences - United",730.00,Approved,6574,6574,Paid,2/17/2025,3/2/2025,
EX0004662,8/17/2025,2025,2025-08,CC-B010,D010,B010,C006,Salesforce,INV-IHGUQOLR,Software Licenses & Subscriptions - Salesforce,730.00,Approved,6574,6574,Delayed,8/23/2025,10/2/2025,Compliance Review
EX0004908,9/10/2025,2025,2025-09,CC-B010,D010,B010,C004,Duke Energy,INV-PGCC9THI,Utilities - Duke Energy,730.00,Approved,6574,6574,Paid,9/14/2025,9/25/2025,
EX0002042,9/5/2024,2024,2024-09,CC-B014,D010,B014,C005,Securitas,INV-HB797Q0M,Security Services & Monitoring - Securitas,730.00,Approved,9279,9279,Paid,9/6/2024,9/10/2024,
EX0003737,4/12/2025,2025,2025-04,CC-B014,D010,B014,C002,ADP,INV-SG5QXWUO,Benefits & Payroll Taxes - ADP,730.00,Approved,9279,9279,Paid,4/19/2025,5/1/2025,
EX0004447,7/2/2025,2025,2025-07,CC-B014,D010,B014,C009,State Banking Regulator,INV-QHD8YY1T,Regulatory & Compliance Fees - State Banking Regulator,730.00,Approved,9279,9279,Paid,7/6/2025,7/24/2025,
EX0000088,1/30/2024,2024,2024-01,CC-B018,D010,B018,C001,ADP,INV-QK3UGYYD,Salaries & Payroll - ADP,730.00,Approved,6514,6514,Paid,2/6/2024,2/12/2024,
EX0005927,1/23/2026,2026,2026-01,CC-B019,D010,B019,C010,Community Sponsorship Org,INV-4ENH49PZ,Marketing & Community Outreach - Community Sponsorship Org,730.00,Pending,2674,2674,Processing,,,
EX0004008,5/12/2025,2025,2025-05,CC-B022,D010,B022,C012,Staples,INV-2RCXUUWE,Office Supplies & Admin - Staples,730.00,Approved,2584,2584,Paid,5/16/2025,5/26/2025,
EX0005944,1/17/2026,2026,2026-01,CC-B022,D010,B022,C011,Delta,INV-I0XPJQB5,"Training, Travel & Conferences - Delta",730.00,Approved,2584,2584,Paid,1/26/2026,1/31/2026,
EX0002098,9/8/2024,2024,2024-09,CC-B025,D010,B025,C012,Office Depot,INV-O7R55CDU,Office Supplies & Admin - Office Depot,730.00,Approved,5333,5333,Paid,9/15/2024,9/22/2024,
EX0003067,1/5/2025,2025,2025-01,CC-B025,D010,B025,C010,Meta Ads,INV-ZWJH7KUI,Marketing & Community Outreach - Meta Ads,730.00,Approved,5333,5333,Paid,1/11/2025,1/14/2025,
EX0001356,6/7/2024,2024,2024-06,CC-B027,D010,B027,C012,Staples,INV-TF7YY7MO,Office Supplies & Admin - Staples,730.00,Approved,8527,8527,Paid,6/9/2024,6/21/2024,
EX0004270,6/27/2025,2025,2025-06,CC-B029,D010,B029,C006,ServiceNow,INV-5QXD9HO6,Software Licenses & Subscriptions - ServiceNow,730.00,Approved,3045,3045,Paid,6/28/2025,7/14/2025,
EX0005262,10/22/2025,2025,2025-10,CC-B030,D010,B030,C008,Deloitte,INV-YTMXICSB,Professional Services (Legal/Consulting) - Deloitte,730.00,Approved,7201,7201,Paid,10/23/2025,11/1/2025,
EX0002610,11/6/2024,2024,2024-11,CC-B031,D010,B031,C007,Dell,INV-KSGKAT87,Hardware & Equipment - Dell,730.00,Approved,6501,6501,Paid,11/12/2024,11/22/2024,
EX0001894,8/10/2024,2024,2024-08,CC-B032,D010,B032,C008,PwC,INV-KT6KTD65,Professional Services (Legal/Consulting) - PwC,730.00,Approved,2252,2252,Paid,8/16/2024,8/22/2024,
EX0006237,2/11/2026,2026,2026-02,CC-B034,D010,B034,C004,Ameren,INV-NYHTLRCP,Utilities - Ameren,730.00,Approved,1056,1056,Paid,2/15/2026,3/6/2026,
EX0000490,3/11/2024,2024,2024-03,CC-B002,D010,B002,C003,Local Property Mgmt LLC,INV-7QKCBMZW,Branch Rent & Leases - Local Property Mgmt LLC,720.00,Approved,3615,1106,Paid,3/13/2024,3/22/2024,
EX0005840,1/30/2026,2026,2026-01,CC-B002,D010,B002,C001,ADP,INV-0K1LZKLA,Salaries & Payroll - ADP,720.00,Approved,3615,1106,Delayed,2/3/2026,3/10/2026,Compliance Review
EX0004390,7/4/2025,2025,2025-07,CC-B003,D010,B003,C002,Paychex,INV-1DNE4BL6,Benefits & Payroll Taxes - Paychex,720.00,Approved,7924,7924,Paid,7/10/2025,7/20/2025,
EX0005843,1/3/2026,2026,2026-01,CC-B003,D010,B003,C008,EY,INV-QI9HILK0,Professional Services (Legal/Consulting) - EY,720.00,Approved,7924,7924,Paid,1/8/2026,1/13/2026,
EX0001751,8/4/2024,2024,2024-08,CC-B005,D010,B005,C004,ComEd,INV-ZA0PFU1M,Utilities - ComEd,720.00,Approved,4527,4527,Paid,8/6/2024,8/13/2024,
EX0005135,10/3/2025,2025,2025-10,CC-B005,D010,B005,C001,ADP,INV-DK0WA419,Salaries & Payroll - ADP,720.00,Approved,4527,4527,Delayed,10/3/2025,11/18/2025,Threshold Review Hold
EX0005630,12/30/2025,2025,2025-12,CC-B008,D010,B008,C008,EY,INV-ZMDALJG6,Professional Services (Legal/Consulting) - EY,720.00,Approved,5552,5552,Paid,1/1/2026,1/13/2026,
EX0003708,4/7/2025,2025,2025-04,CC-B009,D010,B009,C012,Amazon Business,INV-PQ7CLF9B,Office Supplies & Admin - Amazon Business,720.00,Approved,7873,7873,Delayed,4/10/2025,5/10/2025,Invoice Discrepancy
EX0005644,12/24/2025,2025,2025-12,CC-B011,D010,B011,C004,Ameren,INV-V1XUHZ7E,Utilities - Ameren,720.00,Approved,2535,2535,Paid,12/29/2025,1/13/2026,
EX0001790,8/25/2024,2024,2024-08,CC-B013,D010,B013,C008,Deloitte,INV-SK3PE52A,Professional Services (Legal/Consulting) - Deloitte,720.00,Approved,4811,4811,Paid,8/30/2024,9/9/2024,
EX0001557,7/14/2024,2024,2024-07,CC-B014,D010,B014,C005,Securitas,INV-OCCOSGZ3,Security Services & Monitoring - Securitas,720.00,Approved,9279,9279,Paid,7/19/2024,8/4/2024,
EX0000822,4/27/2024,2024,2024-04,CC-B016,D010,B016,C005,Local Security Co,INV-IHA5VMK8,Security Services & Monitoring - Local Security Co,720.00,Approved,4257,4257,Paid,4/29/2024,5/3/2024,
EX0000577,3/2/2024,2024,2024-03,CC-B018,D010,B018,C009,Compliance Services Inc,INV-ELIXWRY0,Regulatory & Compliance Fees - Compliance Services Inc,720.00,Approved,6514,6514,Paid,3/8/2024,3/19/2024,
EX0004466,7/30/2025,2025,2025-07,CC-B018,D010,B018,C007,HP,INV-DUUP76Q7,Hardware & Equipment - HP,720.00,Approved,6514,6514,Paid,7/30/2025,8/8/2025,
EX0004963,9/20/2025,2025,2025-09,CC-B020,D010,B020,C001,ADP,INV-2EJB33EF,Salaries & Payroll - ADP,720.00,Approved,2519,2519,Paid,9/20/2025,10/2/2025,
EX0000344,2/10/2024,2024,2024-02,CC-B021,D010,B021,C012,Staples,INV-8UD59H4U,Office Supplies & Admin - Staples,720.00,Approved,7224,7224,Paid,2/13/2024,2/21/2024,
EX0001075,5/25/2024,2024,2024-05,CC-B022,D010,B022,C002,Paychex,INV-FAV92DMV,Benefits & Payroll Taxes - Paychex,720.00,Approved,2584,2584,Paid,5/29/2024,6/18/2024,
EX0004487,7/9/2025,2025,2025-07,CC-B022,D010,B022,C012,Staples,INV-T3G2AG0V,Office Supplies & Admin - Staples,720.00,Approved,2584,2584,Paid,7/15/2025,8/1/2025,
EX0001332,6/2/2024,2024,2024-06,CC-B023,D010,B023,C009,External Audit Firm,INV-UOJAPG78,Regulatory & Compliance Fees - External Audit Firm,720.00,Approved,6881,6881,Paid,6/6/2024,6/20/2024,
EX0003781,4/21/2025,2025,2025-04,CC-B023,D010,B023,C011,United,INV-YAWA3VA0,"Training, Travel & Conferences - United",720.00,Approved,6881,6881,Paid,4/26/2025,5/16/2025,
EX0002837,12/4/2024,2024,2024-12,CC-B027,D010,B027,C008,KPMG,INV-NTJGDI1L,Professional Services (Legal/Consulting) - KPMG,720.00,Approved,8527,8527,Paid,12/7/2024,12/19/2024,
EX0004996,9/20/2025,2025,2025-09,CC-B027,D010,B027,C012,Amazon Business,INV-3BKPN3YA,Office Supplies & Admin - Amazon Business,720.00,Approved,8527,8527,Paid,9/23/2025,9/27/2025,
EX0000879,4/18/2024,2024,2024-04,CC-B028,D010,B028,C004,Duke Energy,INV-LKO3I7DS,Utilities - Duke Energy,720.00,Approved,9785,9785,Paid,4/19/2024,4/30/2024,
EX0003353,2/7/2025,2025,2025-02,CC-B030,D010,B030,C003,CBRE,INV-QUKI3CBU,Branch Rent & Leases - CBRE,720.00,Approved,7201,7201,Paid,2/10/2025,2/19/2025,
EX0005011,9/20/2025,2025,2025-09,CC-B030,D010,B030,C005,Local Security Co,INV-GLFV9SW3,Security Services & Monitoring - Local Security Co,720.00,Approved,7201,7201,Paid,9/24/2025,9/27/2025,
EX0005983,1/7/2026,2026,2026-01,CC-B030,D010,B030,C002,ADP,INV-9P9K3B1C,Benefits & Payroll Taxes - ADP,720.00,Approved,7201,7201,Paid,1/12/2026,1/26/2026,
EX0003577,3/9/2025,2025,2025-03,CC-B031,D010,B031,C009,State Banking Regulator,INV-0UYFXGXS,Regulatory & Compliance Fees - State Banking Regulator,720.00,Approved,6501,6501,Paid,3/15/2025,4/1/2025,
EX0000894,4/29/2024,2024,2024-04,CC-B032,D010,B032,C001,Paychex,INV-EZOQP258,Salaries & Payroll - Paychex,720.00,Approved,2252,2252,Paid,5/5/2024,5/22/2024,
EX0003376,2/16/2025,2025,2025-02,CC-B035,D010,B035,C011,Delta,INV-9BU264KV,"Training, Travel & Conferences - Delta",720.00,Approved,1022,1022,Paid,2/18/2025,3/8/2025,
EX0004303,6/9/2025,2025,2025-06,CC-B035,D010,B035,C008,PwC,INV-XWLWLTDP,Professional Services (Legal/Consulting) - PwC,720.00,Approved,1022,1022,Paid,6/12/2025,6/24/2025,
EX0004550,7/26/2025,2025,2025-07,CC-B035,D010,B035,C008,Deloitte,INV-VK81CZTP,Professional Services (Legal/Consulting) - Deloitte,720.00,Approved,1022,1022,Paid,7/30/2025,7/31/2025,
EX0000747,4/25/2024,2024,2024-04,CC-B002,D010,B002,C011,United,INV-VLOSNYL0,"Training, Travel & Conferences - United",710.00,Approved,3615,1106,Paid,4/30/2024,5/7/2024,
EX0002453,11/20/2024,2024,2024-11,CC-B002,D010,B002,C007,Dell,INV-4FTOY00H,Hardware & Equipment - Dell,710.00,Approved,1106,1106,Paid,11/20/2024,11/21/2024,
EX0002713,12/13/2024,2024,2024-12,CC-B003,D010,B003,C001,Paychex,INV-G7BIOXR3,Salaries & Payroll - Paychex,710.00,Approved,7924,7924,Paid,12/14/2024,12/24/2024,
EX0000268,2/19/2024,2024,2024-02,CC-B005,D010,B005,C001,ADP,INV-EJPBI1FZ,Salaries & Payroll - ADP,710.00,Approved,4527,4527,Paid,2/24/2024,3/15/2024,
EX0003933,5/10/2025,2025,2025-05,CC-B006,D010,B006,C012,Office Depot,INV-FTN1SQGJ,Office Supplies & Admin - Office Depot,710.00,Approved,4611,4611,Paid,5/10/2025,5/25/2025,
EX0002731,12/10/2024,2024,2024-12,CC-B007,D010,B007,C005,Securitas,INV-28PZ8LKV,Security Services & Monitoring - Securitas,710.00,Approved,3547,3547,Paid,12/11/2024,12/28/2024,
EX0002998,1/19/2025,2025,2025-01,CC-B010,D010,B010,C006,ServiceNow,INV-BK3OA2HZ,Software Licenses & Subscriptions - ServiceNow,710.00,Approved,6574,6574,Paid,1/19/2025,2/4/2025,
EX0004425,7/5/2025,2025,2025-07,CC-B010,D010,B010,C006,Salesforce,INV-M2PW28Z6,Software Licenses & Subscriptions - Salesforce,710.00,Approved,6574,6574,Paid,7/9/2025,7/25/2025,
EX0004429,7/15/2025,2025,2025-07,CC-B010,D010,B010,C011,Conference Organizer,INV-TVTTE0TT,"Training, Travel & Conferences - Conference Organizer",710.00,Approved,6574,6574,Delayed,7/20/2025,9/18/2025,Compliance Review
EX0002036,9/11/2024,2024,2024-09,CC-B013,D010,B013,C008,PwC,INV-TJ5P32RY,Professional Services (Legal/Consulting) - PwC,710.00,Approved,4811,4811,Paid,9/12/2024,10/1/2024,
EX0001287,6/10/2024,2024,2024-06,CC-B014,D010,B014,C007,Lenovo,INV-NUZ3Y36H,Hardware & Equipment - Lenovo,710.00,Approved,9279,9279,Paid,6/12/2024,6/21/2024,
EX0001566,7/7/2024,2024,2024-07,CC-B015,D010,B015,C012,Office Depot,INV-BEYFBUKA,Office Supplies & Admin - Office Depot,710.00,Approved,1434,1434,Paid,7/14/2024,7/17/2024,
EX0000821,4/18/2024,2024,2024-04,CC-B016,D010,B016,C010,Local Media Group,INV-7PCKYT96,Marketing & Community Outreach - Local Media Group,710.00,Approved,4257,4257,Paid,4/21/2024,5/2/2024,
EX0006153,2/10/2026,2026,2026-02,CC-B016,D010,B016,C006,Microsoft,INV-0FJJDUVU,Software Licenses & Subscriptions - Microsoft,710.00,Approved,4257,4257,Paid,2/16/2026,3/4/2026,
EX0001821,8/7/2024,2024,2024-08,CC-B018,D010,B018,C010,Community Sponsorship Org,INV-ZVRVZ0C0,Marketing & Community Outreach - Community Sponsorship Org,710.00,Approved,6514,6514,Paid,8/11/2024,8/12/2024,
EX0000091,1/15/2024,2024,2024-01,CC-B019,D010,B019,C012,Amazon Business,INV-XFY62W0Q,Office Supplies & Admin - Amazon Business,710.00,Approved,2674,2674,Paid,1/21/2024,1/22/2024,
EX0000835,4/2/2024,2024,2024-04,CC-B019,D010,B019,C011,United,INV-FDRYWP82,"Training, Travel & Conferences - United",710.00,Approved,2674,2674,Paid,4/4/2024,4/17/2024,
EX0002553,11/20/2024,2024,2024-11,CC-B020,D010,B020,C007,Apple Business,INV-5S0808AF,Hardware & Equipment - Apple Business,710.00,Approved,2519,2519,Paid,11/24/2024,12/4/2024,
EX0004716,8/25/2025,2025,2025-08,CC-B020,D010,B020,C001,ADP,INV-KC2SWNRE,Salaries & Payroll - ADP,710.00,Rejected,2519,2519,Cancelled,,,
EX0002310,10/28/2024,2024,2024-10,CC-B021,D010,B021,C004,Duke Energy,INV-1XN8MA10,Utilities - Duke Energy,710.00,Approved,7224,7224,Paid,10/30/2024,10/31/2024,
EX0000604,3/18/2024,2024,2024-03,CC-B023,D010,B023,C009,State Banking Regulator,INV-268IXPH7,Regulatory & Compliance Fees - State Banking Regulator,710.00,Approved,6881,6881,Paid,3/19/2024,3/20/2024,
EX0003314,2/17/2025,2025,2025-02,CC-B023,D010,B023,C007,HP,INV-R8FEEX8H,Hardware & Equipment - HP,710.00,Approved,6881,6881,Paid,2/22/2025,3/14/2025,
